reg,sexe0,n_dose1_0,n_2_rappel_0,sexe1,n_dose1_1,n_2_rappel_1,sexe2,n_dose1_2,n_2_rappel_2
3,0,2,0,1,1,0,2,1,0
3,0,8,13,1,5,5,2,3,8
3,0,11,6,1,5,3,2,6,3
3,0,19,7,1,8,4,2,11,3
3,0,13,15,1,7,6,2,6,9
3,0,18,5,1,6,3,2,12,2
3,0,2,0,1,1,0,2,1,0
3,0,20,4,1,7,1,2,13,3
3,0,15,12,1,6,5,2,9,7
3,0,19,6,1,8,2,2,11,4
3,0,40,18,1,15,10,2,25,8
3,0,15,14,1,5,8,2,10,6
3,0,11,3,1,5,2,2,6,1
3,0,1,0,1,0,0,2,1,0
3,0,4,5,1,1,3,2,3,2
3,0,46,9,1,27,5,2,19,4
3,0,24,1,1,14,0,2,10,1
3,0,21,49,1,8,26,2,13,23
3,0,34,32,1,19,21,2,15,11
3,0,12,5,1,4,4,2,8,1
3,0,4,0,1,4,0,2,0,0
3,0,27,9,1,9,7,2,18,2
3,0,18,8,1,5,4,2,13,4
3,0,31,14,1,14,6,2,17,8
3,0,23,24,1,9,16,2,14,8
3,0,10,19,1,4,9,2,6,10
3,0,13,2,1,4,2,2,9,0
3,0,3,0,1,1,0,2,2,0
3,0,11,5,1,5,4,2,6,1
3,0,19,16,1,12,10,2,7,6
3,0,25,12,1,8,6,2,17,6
3,0,25,33,1,4,16,2,21,17
3,0,23,18,1,12,8,2,11,10
3,0,10,1,1,4,1,2,6,0
3,0,5,0,1,2,0,2,3,0
3,0,8,16,1,4,8,2,4,8
3,0,11,15,1,4,11,2,7,4
3,0,22,13,1,10,7,2,12,6
3,0,0,0,1,0,0,2,0,0
3,0,20,26,1,5,10,2,15,16
3,0,3,0,1,1,0,2,2,0
3,0,0,0,1,0,0,2,0,0
3,0,15,6,1,6,3,2,9,3
3,0,22,12,1,11,5,2,11,7
3,0,18,20,1,5,16,2,13,4
3,0,32,20,1,19,11,2,13,9
3,0,11,18,1,3,11,2,8,7
3,0,12,4,1,4,2,2,8,2
3,0,1,4,1,0,3,2,1,1
3,0,0,0,1,0,0,2,0,0
3,0,24,7,1,11,3,2,13,4
3,0,16,8,1,4,4,2,12,4
3,0,14,25,1,6,8,2,8,17
3,0,3,3,1,1,1,2,2,2
3,0,19,1,1,7,1,2,12,0
3,0,1,1,1,0,1,2,1,0
3,0,18,7,1,9,5,2,9,2
3,0,21,21,1,8,13,2,13,8
3,0,16,9,1,4,4,2,12,5
3,0,17,20,1,9,11,2,8,9
3,0,15,27,1,5,17,2,10,10
3,0,12,5,1,2,4,2,10,1
3,0,1,1,1,0,1,2,1,0
3,0,17,14,1,3,8,2,14,6
3,0,8,5,1,2,5,2,6,0
3,0,20,19,1,10,13,2,10,6
3,0,11,33,1,7,17,2,4,16
4,0,0,0,1,0,0,2,0,0
4,0,0,0,1,0,0,2,0,0
4,0,0,0,1,0,0,2,0,0
4,0,0,0,1,0,0,2,0,0
4,0,1,0,1,1,0,2,0,0
4,0,3,0,1,2,0,2,1,0
4,0,1,0,1,1,0,2,0,0
4,0,1,0,1,0,0,2,1,0
4,0,1,0,1,0,0,2,1,0
4,0,9,0,1,6,0,2,3,0
4,0,3,0,1,3,0,2,0,0
4,0,4,0,1,0,0,2,4,0
4,0,6,0,1,5,0,2,1,0
4,0,2,0,1,1,0,2,1,0
4,0,0,0,1,0,0,2,0,0
4,0,9,0,1,5,0,2,4,0
4,0,4,0,1,1,0,2,3,0
4,0,5,0,1,5,0,2,0,0
4,0,10,0,1,6,0,2,4,0
4,0,334,0,1,166,0,2,168,0
4,0,31,0,1,16,0,2,15,0
4,0,3,0,1,2,0,2,1,0
4,0,59,0,1,23,0,2,36,0
4,0,389,0,1,196,0,2,193,0
4,0,458,0,1,228,0,2,230,0
4,0,552,0,1,305,0,2,247,0
4,0,405,0,1,211,0,2,194,0
4,0,74,0,1,37,0,2,37,0
4,0,2,0,1,1,0,2,1,0
4,0,258,0,1,133,0,2,124,0
4,0,416,0,1,188,0,2,228,0
4,0,319,0,1,169,0,2,150,0
4,0,392,0,1,219,0,2,173,0
4,0,406,0,1,217,0,2,189,0
4,0,385,0,1,214,0,2,171,0
4,0,1,0,1,1,0,2,0,0
4,0,351,0,1,196,0,2,155,0
4,0,480,0,1,256,0,2,224,0
4,0,548,0,1,321,0,2,226,0
4,0,597,0,1,343,0,2,254,0
4,0,506,0,1,271,0,2,235,0
4,0,474,0,1,253,0,2,221,0
4,0,3,0,1,0,0,2,3,0
4,0,436,0,1,255,0,2,181,0
4,0,776,0,1,413,0,2,363,0
4,0,809,0,1,423,0,2,386,0
4,0,779,0,1,395,0,2,384,0
4,0,630,0,1,310,0,2,320,0
4,0,629,0,1,311,0,2,318,0
4,0,2,0,1,2,0,2,0,0
4,0,518,0,1,257,0,2,261,0
4,0,634,0,1,325,0,2,309,0
4,0,584,0,1,282,0,2,302,0
4,0,485,0,1,223,0,2,262,0
4,0,486,0,1,233,0,2,253,0
4,0,552,0,1,267,0,2,283,0
4,0,0,0,1,0,0,2,0,0
4,0,382,0,1,184,0,2,197,0
4,0,590,0,1,303,0,2,285,0
4,0,567,0,1,284,0,2,283,0
4,0,630,0,1,327,0,2,303,0
4,0,469,0,1,246,0,2,221,0
4,0,363,0,1,171,0,2,191,0
4,0,0,0,1,0,0,2,0,0
4,0,278,0,1,138,0,2,139,0
4,0,469,0,1,229,0,2,240,0
4,0,739,0,1,327,0,2,409,0
4,0,783,0,1,362,0,2,419,0
4,0,717,0,1,328,0,2,389,0
4,0,785,0,1,359,0,2,421,0
4,0,2,0,1,0,0,2,2,0
4,0,439,0,1,213,0,2,226,0
4,0,671,0,1,300,0,2,370,0
4,0,639,0,1,282,0,2,357,0
4,0,678,0,1,271,0,2,406,0
4,0,735,0,1,329,0,2,406,0
4,0,660,0,1,298,0,2,362,0
4,0,6,0,1,4,0,2,2,0
4,0,494,0,1,231,0,2,262,0
4,0,671,0,1,289,0,2,380,0
4,0,831,0,1,355,0,2,471,0
4,0,1023,0,1,454,0,2,568,0
4,0,773,0,1,348,0,2,424,0
4,0,575,0,1,264,0,2,309,0
4,0,4,0,1,3,0,2,1,0
4,0,539,0,1,242,0,2,297,0
4,0,771,0,1,340,0,2,430,0
4,0,783,0,1,348,0,2,433,0
4,0,954,0,1,443,0,2,508,0
4,0,915,0,1,435,0,2,478,0
4,0,777,0,1,354,0,2,421,0
4,0,7,0,1,2,0,2,5,0
4,0,941,0,1,460,0,2,476,0
4,0,901,0,1,394,0,2,506,0
4,0,744,0,1,336,0,2,406,0
4,0,742,0,1,359,0,2,383,0
4,0,694,0,1,345,0,2,349,0
4,0,702,0,1,317,0,2,382,0
4,0,8,0,1,5,0,2,3,0
4,0,14,0,1,8,0,2,6,0
4,0,806,0,1,378,0,2,427,0
4,0,1349,0,1,608,0,2,738,0
4,0,1782,0,1,846,0,2,931,0
4,0,1507,0,1,683,0,2,815,0
4,0,1136,0,1,506,0,2,630,0
4,0,14,0,1,9,0,2,5,0
4,0,1215,0,1,612,0,2,603,0
4,0,1439,0,1,680,0,2,758,0
4,0,2058,0,1,927,0,2,1131,0
4,0,2490,0,1,1161,0,2,1329,0
4,0,1934,0,1,876,0,2,1058,0
4,0,1293,0,1,584,0,2,709,0
4,0,6,0,1,3,0,2,3,0
4,0,1355,0,1,661,0,2,694,0
4,0,1637,0,1,725,0,2,912,0
4,0,2121,0,1,966,0,2,1155,0
4,0,2919,0,1,1310,0,2,1609,0
4,0,2297,0,1,1033,0,2,1264,0
4,0,1113,0,1,490,0,2,623,0
4,0,13,0,1,6,0,2,7,0
4,0,1161,0,1,536,0,2,625,0
4,0,1679,0,1,819,0,2,859,0
4,0,2881,0,1,1296,0,2,1585,0
4,0,3940,0,1,1826,0,2,2114,0
4,0,3429,0,1,1618,0,2,1811,0
4,0,2065,0,1,963,0,2,1102,0
4,0,18,0,1,7,0,2,11,0
4,0,1826,0,1,880,0,2,946,0
4,0,2144,0,1,1037,0,2,1107,0
4,0,3122,0,1,1494,0,2,1628,0
4,0,4002,0,1,1819,0,2,2183,0
4,0,3247,0,1,1531,0,2,1716,0
4,0,1565,0,1,718,0,2,847,0
4,0,26,0,1,12,0,2,14,0
4,0,2384,0,1,1147,0,2,1237,0
4,0,3582,0,1,1642,0,2,1939,0
4,0,4689,0,1,2181,0,2,2508,0
4,0,3460,0,1,1606,0,2,1853,0
4,0,5177,0,1,2422,0,2,2755,0
4,0,3113,0,1,1468,0,2,1645,0
4,0,46,0,1,21,0,2,25,0
4,0,2915,0,1,1437,0,2,1478,0
4,0,3741,0,1,1794,0,2,1945,0
4,0,4649,0,1,2173,0,2,2475,0
4,0,5039,0,1,2253,0,2,2785,0
4,0,4945,0,1,2301,0,2,2644,0
4,0,3365,0,1,1584,0,2,1780,0
4,0,57,0,1,23,0,2,34,0
4,0,3577,0,1,1701,0,2,1874,0
4,0,4210,0,1,1973,0,2,2234,0
4,0,4988,0,1,2296,0,2,2692,0
4,0,4636,0,1,2125,0,2,2509,0
4,0,4338,0,1,2021,0,2,2315,0
4,0,2569,0,1,1235,0,2,1332,0
4,0,46,0,1,26,0,2,20,0
4,0,2382,0,1,1105,0,2,1276,0
4,0,3348,0,1,1642,0,2,1704,0
4,0,4033,0,1,1865,0,2,2167,0
4,0,4092,0,1,1829,0,2,2262,0
4,0,3846,0,1,1814,0,2,2030,0
4,0,2252,0,1,1020,0,2,1232,0
4,0,1081,0,1,515,0,2,566,0
4,0,2043,0,1,992,0,2,1051,0
4,0,2649,0,1,1209,0,2,1439,0
4,0,3048,0,1,1411,0,2,1634,0
4,0,3489,0,1,1607,0,2,1882,0
4,0,2851,0,1,1325,0,2,1526,0
4,0,1763,0,1,813,0,2,950,0
4,0,1329,0,1,644,0,2,685,0
4,0,1542,0,1,724,0,2,818,0
4,0,2132,0,1,1017,0,2,1114,0
4,0,2791,0,1,1299,0,2,1489,0
4,0,2606,0,1,1190,0,2,1415,0
4,0,2640,0,1,1253,0,2,1383,0
4,0,1345,0,1,610,0,2,734,0
4,0,644,0,1,291,0,2,352,0
4,0,1316,0,1,667,0,2,649,0
4,0,1671,0,1,799,0,2,872,0
4,0,2267,0,1,1029,0,2,1233,0
4,0,2305,0,1,1070,0,2,1235,0
4,0,2221,0,1,1013,0,2,1207,0
4,0,1428,0,1,694,0,2,733,0
4,0,691,0,1,338,0,2,352,0
4,0,1333,0,1,615,0,2,714,0
4,0,1798,0,1,856,0,2,942,0
4,0,2594,0,1,1184,0,2,1409,0
4,0,2742,0,1,1309,0,2,1433,0
4,0,2589,0,1,1230,0,2,1359,0
4,0,1642,0,1,763,0,2,879,0
4,0,878,0,1,414,0,2,463,0
4,0,1697,0,1,790,0,2,903,0
4,0,2620,0,1,1302,0,2,1315,0
4,0,2702,0,1,1253,0,2,1449,0
4,0,2509,0,1,1168,0,2,1341,0
4,0,2810,0,1,1328,0,2,1482,0
4,0,1637,0,1,796,0,2,841,0
4,0,741,0,1,370,0,2,371,0
4,0,1787,0,1,816,0,2,970,0
4,0,4443,0,1,1964,0,2,2476,0
4,0,3229,0,1,1444,0,2,1785,0
4,0,5541,0,1,2428,0,2,3110,0
4,0,6198,0,1,2812,0,2,3386,0
4,0,4352,0,1,2022,0,2,2330,0
4,0,2630,0,1,1237,0,2,1393,0
4,0,4584,0,1,2057,0,2,2526,0
4,0,6259,0,1,2841,0,2,3418,0
4,0,6719,0,1,3139,0,2,3578,0
4,0,7204,0,1,3255,0,2,3946,0
4,0,6722,0,1,3212,0,2,3510,0
4,0,3850,0,1,1869,0,2,1980,0
4,0,2520,0,1,1224,0,2,1296,0
4,0,4407,0,1,2107,0,2,2298,0
4,0,5564,0,1,2681,0,2,2882,0
4,0,5506,0,1,2602,0,2,2900,0
4,0,5864,0,1,2791,0,2,3072,0
4,0,5997,0,1,2850,0,2,3142,0
4,0,3984,0,1,1950,0,2,2034,0
4,0,1925,0,1,966,0,2,958,0
4,0,3594,0,1,1733,0,2,1858,0
4,0,4430,0,1,2128,0,2,2298,0
4,0,4989,0,1,2432,0,2,2552,0
4,0,4547,0,1,2170,0,2,2377,0
4,0,4189,0,1,2003,0,2,2185,0
4,0,2797,0,1,1388,0,2,1409,0
4,0,1490,0,1,722,0,2,768,0
4,0,2682,0,1,1304,0,2,1372,0
4,0,3873,0,1,1890,0,2,1980,0
4,0,4753,0,1,2299,0,2,2452,0
4,0,4792,0,1,2257,0,2,2530,0
4,0,4510,0,1,2221,0,2,2285,0
4,0,2657,0,1,1332,0,2,1320,0
4,0,1570,0,1,809,0,2,760,0
4,0,2402,0,1,1185,0,2,1216,0
4,0,3202,0,1,1598,0,2,1604,0
4,0,3392,0,1,1649,0,2,1741,0
4,0,3386,0,1,1651,0,2,1734,0
4,0,3507,0,1,1711,0,2,1794,0
4,0,1870,0,1,935,0,2,934,0
4,0,1022,0,1,489,0,2,530,0
4,0,1863,0,1,933,0,2,930,0
4,0,2518,0,1,1270,0,2,1247,0
4,0,2952,0,1,1455,0,2,1490,0
4,0,2713,0,1,1342,0,2,1368,0
4,0,2812,0,1,1363,0,2,1447,0
4,0,1873,0,1,944,0,2,926,0
4,0,747,0,1,361,0,2,384,0
4,0,1597,0,1,783,0,2,812,0
4,0,1909,0,1,927,0,2,982,0
4,0,2508,0,1,1236,0,2,1271,0
4,0,2333,0,1,1133,0,2,1200,0
4,0,2377,0,1,1150,0,2,1225,0
4,0,1612,0,1,794,0,2,813,0
4,0,609,0,1,304,0,2,305,0
4,0,1253,1,1,622,0,2,630,1
4,0,1436,0,1,719,0,2,717,0
4,0,2163,0,1,1014,0,2,1147,0
4,0,1841,0,1,882,0,2,958,0
4,0,1991,0,1,958,0,2,1032,0
4,0,1580,0,1,768,0,2,808,0
4,0,390,0,1,198,0,2,192,0
4,0,1118,0,1,542,0,2,573,0
4,0,1551,0,1,776,0,2,774,0
4,0,1890,0,1,880,0,2,1008,0
4,0,1454,0,1,694,0,2,760,0
4,0,1531,2,1,719,1,2,812,1
4,0,1215,0,1,607,0,2,607,0
4,0,293,0,1,154,0,2,136,0
4,0,740,1,1,384,1,2,355,0
4,0,871,1,1,437,1,2,434,0
4,0,1277,0,1,617,0,2,659,0
4,0,885,0,1,397,0,2,488,0
4,0,1171,0,1,588,0,2,582,0
4,0,788,0,1,392,0,2,396,0
4,0,165,0,1,86,0,2,79,0
4,0,619,0,1,315,0,2,304,0
4,0,873,0,1,453,0,2,415,0
4,0,1229,0,1,561,0,2,668,0
4,0,1024,0,1,516,0,2,508,0
4,0,1356,0,1,678,0,2,676,0
4,0,988,0,1,496,0,2,492,0
4,0,270,0,1,151,0,2,119,0
4,0,762,0,1,387,0,2,374,0
4,0,1002,1,1,509,0,2,493,1
4,0,1233,0,1,610,0,2,622,0
4,0,1016,0,1,505,0,2,511,0
4,0,1197,0,1,576,0,2,621,0
4,0,916,0,1,424,0,2,488,0
4,0,213,0,1,95,0,2,118,0
4,0,1053,0,1,511,0,2,542,0
4,0,1167,0,1,581,0,2,586,0
4,0,1383,0,1,644,0,2,739,0
4,0,1362,0,1,631,0,2,730,0
4,0,1440,0,1,699,0,2,740,0
4,0,756,0,1,379,0,2,376,0
4,0,142,0,1,60,0,2,82,0
4,0,900,1,1,428,1,2,472,0
4,0,1015,0,1,481,0,2,534,0
4,0,1069,0,1,497,0,2,572,0
4,0,1021,0,1,472,0,2,549,0
4,0,1111,0,1,544,0,2,567,0
4,0,614,1,1,293,1,2,321,0
4,0,89,0,1,56,0,2,33,0
4,0,648,0,1,292,0,2,355,0
4,0,768,0,1,380,0,2,386,0
4,0,1186,0,1,555,0,2,631,0
4,0,826,1,1,388,0,2,438,1
4,0,931,0,1,437,0,2,494,0
4,0,762,0,1,336,0,2,424,0
4,0,75,0,1,34,0,2,41,0
4,0,23,0,1,11,0,2,12,0
4,0,387,0,1,184,0,2,203,0
4,0,1075,0,1,509,0,2,565,0
4,0,610,0,1,264,0,2,344,0
4,0,1083,1,1,506,1,2,577,0
4,0,514,0,1,239,0,2,275,0
4,0,11,0,1,6,0,2,5,0
4,0,644,1,1,281,1,2,363,0
4,0,365,0,1,161,0,2,204,0
4,0,1144,0,1,518,0,2,626,0
4,0,31,0,1,22,0,2,9,0
4,0,1098,1,1,536,1,2,562,0
4,0,533,0,1,267,0,2,266,0
4,0,20,0,1,10,0,2,10,0
4,0,733,0,1,334,0,2,399,0
4,0,518,0,1,212,0,2,306,0
4,0,1373,1,1,648,0,2,725,1
4,0,492,0,1,196,0,2,296,0
4,0,1167,0,1,531,0,2,636,0
4,0,608,0,1,274,0,2,334,0
4,0,14,0,1,11,0,2,3,0
4,0,779,0,1,394,0,2,385,0
4,0,495,0,1,230,0,2,265,0
4,0,1240,0,1,559,0,2,681,0
4,0,640,2,1,303,2,2,337,0
4,0,982,1,1,451,1,2,531,0
4,0,566,0,1,266,0,2,300,0
4,0,12,0,1,6,0,2,6,0
4,0,548,1,1,267,0,2,281,1
4,0,525,1,1,282,1,2,243,0
4,0,903,1,1,395,0,2,508,1
4,0,662,1,1,320,1,2,342,0
4,0,682,0,1,315,0,2,367,0
4,0,488,2,1,254,0,2,234,2
4,0,15,1,1,8,0,2,7,1
4,0,576,1,1,286,0,2,290,1
4,0,587,0,1,270,0,2,317,0
4,0,825,2,1,380,2,2,445,0
4,0,609,2,1,272,1,2,337,1
4,0,653,2,1,324,1,2,329,1
4,0,488,0,1,235,0,2,253,0
4,0,15,0,1,7,0,2,8,0
4,0,379,0,1,181,0,2,198,0
4,0,543,4,1,257,2,2,286,2
4,0,708,4,1,339,2,2,369,2
4,0,567,0,1,289,0,2,278,0
4,0,560,4,1,294,2,2,266,2
4,0,406,1,1,206,1,2,200,0
4,0,4,0,1,1,0,2,3,0
4,0,32,1,1,15,0,2,17,1
4,0,586,1,1,289,0,2,296,1
4,0,609,2,1,316,2,2,293,0
4,0,561,2,1,274,1,2,287,1
4,0,189,0,1,95,0,2,94,0
4,0,1,0,1,0,0,2,1,0
4,0,8,0,1,4,0,2,4,0
4,0,536,2,1,282,1,2,254,1
4,0,646,7,1,312,2,2,334,5
4,0,686,8,1,332,6,2,354,2
4,0,633,8,1,315,6,2,318,2
4,0,216,4,1,96,3,2,120,1
4,0,2,0,1,2,0,2,0,0
4,0,8,3,1,6,2,2,2,1
4,0,590,8,1,294,2,2,296,6
4,0,787,12,1,396,4,2,391,8
4,0,853,16,1,397,10,2,456,6
4,0,868,21,1,418,14,2,450,7
4,0,929,25,1,483,14,2,446,11
4,0,581,6,1,283,4,2,298,2
4,0,42,2,1,15,1,2,27,1
4,0,748,12,1,365,6,2,383,6
4,0,865,15,1,439,6,2,426,9
4,0,1082,37,1,566,18,2,516,19
4,0,994,24,1,513,11,2,481,13
4,0,948,29,1,463,13,2,485,16
4,0,591,11,1,301,4,2,290,7
4,0,100,6,1,59,3,2,41,3
4,0,744,21,1,388,9,2,356,12
4,0,728,28,1,376,19,2,352,9
4,0,881,31,1,425,16,2,456,15
4,0,838,34,1,435,20,2,403,14
4,0,827,38,1,430,23,2,397,15
4,0,465,9,1,243,5,2,222,4
4,0,88,0,1,49,0,2,39,0
4,0,411,18,1,226,14,2,185,4
4,0,463,24,1,259,11,2,204,13
4,0,630,44,1,326,20,2,304,24
4,0,521,35,1,254,18,2,267,17
4,0,648,59,1,337,29,2,311,30
4,0,357,14,1,197,7,2,160,7
4,0,82,4,1,40,2,2,42,2
4,0,272,13,1,134,9,2,138,4
4,0,344,40,1,175,24,2,169,16
4,0,323,35,1,165,20,2,158,15
4,0,9,0,1,6,0,2,3,0
4,0,114,15,1,63,6,2,51,9
4,0,165,14,1,81,6,2,84,8
4,0,45,1,1,23,0,2,22,1
4,0,214,28,1,99,11,2,115,17
4,0,267,44,1,146,23,2,121,21
4,0,361,58,1,190,27,2,170,31
4,0,320,47,1,169,21,2,151,26
4,0,282,48,1,155,30,2,127,18
4,0,165,37,1,85,26,2,80,11
4,0,31,0,1,16,0,2,15,0
4,0,113,51,1,57,29,2,56,22
4,0,160,55,1,104,32,2,56,23
4,0,218,59,1,97,33,2,120,26
4,0,163,50,1,78,32,2,85,18
4,0,184,51,1,91,20,2,93,31
4,0,88,35,1,48,19,2,40,16
4,0,5,1,1,4,1,2,1,0
4,0,29,10,1,15,4,2,14,6
4,0,102,41,1,60,20,2,42,21
4,0,150,52,1,81,27,2,69,25
4,0,97,31,1,48,19,2,49,12
4,0,110,51,1,60,32,2,50,19
4,0,61,13,1,37,10,2,24,3
4,0,7,3,1,4,2,2,3,1
4,0,71,31,1,28,14,2,43,17
4,0,77,23,1,45,12,2,32,11
4,0,127,42,1,64,21,2,63,21
4,0,74,35,1,34,14,2,40,21
4,0,93,33,1,48,18,2,45,15
4,0,61,28,1,39,15,2,22,13
4,0,1,3,1,1,2,2,0,1
4,0,46,31,1,21,18,2,25,13
4,0,72,48,1,34,25,2,38,23
4,0,88,50,1,45,22,2,43,28
4,0,54,40,1,27,20,2,27,20
4,0,68,44,1,34,17,2,34,27
4,0,61,33,1,26,16,2,35,17
4,0,4,0,1,1,0,2,3,0
4,0,45,30,1,23,20,2,22,10
4,0,46,50,1,19,26,2,27,24
4,0,66,63,1,34,34,2,32,29
4,0,69,68,1,36,35,2,33,33
4,0,77,59,1,34,39,2,43,20
4,0,49,50,1,27,26,2,22,24
4,0,0,1,1,0,0,2,0,1
4,0,66,37,1,31,17,2,35,20
4,0,76,48,1,50,23,2,26,25
4,0,78,76,1,45,41,2,33,35
4,0,43,69,1,21,29,2,22,40
4,0,94,73,1,53,40,2,41,33
4,0,54,39,1,29,18,2,25,21
4,0,0,4,1,0,3,2,0,1
4,0,52,58,1,23,33,2,29,25
4,0,51,74,1,28,44,2,23,30
4,0,82,104,1,44,53,2,38,51
4,0,67,93,1,28,53,2,39,40
4,0,77,61,1,41,28,2,36,33
4,0,34,26,1,16,14,2,18,12
4,0,0,0,1,0,0,2,0,0
4,0,34,32,1,14,14,2,20,18
4,0,67,120,1,38,52,2,29,68
4,0,91,78,1,44,41,2,47,37
4,0,48,65,1,23,32,2,25,33
4,0,81,101,1,38,52,2,43,49
4,0,28,47,1,16,22,2,12,25
4,0,4,6,1,2,4,2,2,2
4,0,21,41,1,12,22,2,9,19
4,0,54,110,1,28,51,2,26,59
4,0,91,111,1,48,55,2,43,56
4,0,51,117,1,26,46,2,25,71
4,0,82,106,1,40,54,2,42,52
4,0,19,45,1,9,19,2,10,26
4,0,1,1,1,0,0,2,1,1
4,0,0,1,1,0,0,2,0,1
4,0,53,104,1,29,57,2,24,47
4,0,109,176,1,60,88,2,49,88
4,0,67,157,1,34,76,2,33,81
4,0,82,152,1,41,78,2,41,74
4,0,29,83,1,13,38,2,16,45
4,0,3,2,1,1,1,2,2,1
4,0,34,56,1,15,32,2,19,24
4,0,45,114,1,24,62,2,21,52
4,0,110,123,1,53,65,2,57,58
4,0,69,162,1,34,80,2,35,82
4,0,92,150,1,42,82,2,50,68
4,0,39,47,1,24,24,2,15,23
4,0,4,6,1,1,3,2,3,3
4,0,42,56,1,27,36,2,15,20
4,0,71,91,1,37,54,2,34,37
4,0,92,133,1,42,74,2,50,59
4,0,82,103,1,36,57,2,46,46
4,0,98,140,1,39,65,2,59,75
4,0,34,57,1,13,33,2,21,24
4,0,3,3,1,2,2,2,1,1
4,0,36,44,1,18,19,2,18,25
4,0,61,102,1,29,45,2,32,57
4,0,106,216,1,48,118,2,58,98
4,0,66,140,1,27,71,2,39,69
4,0,90,187,1,41,97,2,49,90
4,0,35,55,1,15,26,2,20,29
4,0,3,0,1,3,0,2,0,0
4,0,33,67,1,13,29,2,20,38
4,0,56,228,1,22,116,2,34,112
4,0,99,299,1,46,151,2,53,148
4,0,40,180,1,17,93,2,23,87
4,0,97,261,1,45,133,2,52,127
4,0,24,67,1,14,36,2,10,31
4,0,1,4,1,1,1,2,0,3
4,0,44,110,1,19,54,2,25,56
4,0,54,230,1,27,117,2,27,113
4,0,71,360,1,32,183,2,39,177
4,0,6,3,1,3,2,2,3,1
4,0,83,217,1,43,117,2,40,100
4,0,10,62,1,5,34,2,5,28
4,0,0,1,1,0,0,2,0,1
4,0,20,113,1,14,52,2,6,61
4,0,53,191,1,30,101,2,23,90
4,0,73,271,1,36,145,2,37,126
4,0,52,226,1,31,118,2,21,108
4,0,55,207,1,28,104,2,27,103
4,0,33,72,1,13,38,2,20,34
4,0,1,0,1,1,0,2,0,0
4,0,6,1,1,5,1,2,1,0
4,0,45,185,1,21,92,2,24,93
4,0,70,232,1,31,115,2,39,117
4,0,39,250,1,15,116,2,24,134
4,0,63,277,1,25,136,2,38,141
4,0,18,47,1,7,24,2,11,23
4,0,1,3,1,1,2,2,0,1
4,0,43,98,1,19,58,2,24,40
4,0,33,150,1,16,73,2,17,77
4,0,47,179,1,20,88,2,27,91
4,0,29,142,1,11,68,2,18,73
4,0,66,246,1,31,123,2,35,123
4,0,23,47,1,11,24,2,12,23
4,0,3,2,1,1,1,2,2,1
4,0,16,51,1,10,23,2,6,28
4,0,33,143,1,12,72,2,21,71
4,0,55,209,1,18,112,2,37,97
4,0,33,149,1,16,72,2,17,77
6,0,0,0,1,0,0,2,0,0
6,0,1,0,1,1,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,1,0,1,1,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,1,0,1,1,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,1,0,1,0,0,2,1,0
6,0,0,0,1,0,0,2,0,0
6,0,1,0,1,0,0,2,1,0
6,0,0,0,1,0,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,2,0,1,2,0,2,0,0
6,0,2,0,1,1,0,2,1,0
6,0,1,0,1,0,0,2,1,0
6,0,3,0,1,2,0,2,1,0
6,0,5,0,1,4,0,2,1,0
6,0,1,0,1,1,0,2,0,0
6,0,0,0,1,0,0,2,0,0
6,0,2,0,1,2,0,2,0,0
6,0,4,0,1,1,0,2,3,0
6,0,6,0,1,1,0,2,5,0
6,0,2,0,1,2,0,2,0,0
6,0,2,0,1,2,0,2,0,0
6,0,1,0,1,1,0,2,0,0
6,0,1,0,1,1,0,2,0,0
6,0,105,0,1,66,0,2,36,0
6,0,135,0,1,75,0,2,54,0
6,0,179,0,1,95,0,2,76,0
6,0,95,0,1,57,0,2,32,0
6,0,191,0,1,135,0,2,51,0
6,0,259,0,1,171,0,2,83,0
6,0,2,0,1,1,0,2,1,0
6,0,142,0,1,98,0,2,42,0
6,0,303,0,1,190,0,2,112,0
6,0,204,0,1,130,0,2,74,0
6,0,196,0,1,121,0,2,75,0
6,0,188,0,1,118,0,2,69,0
6,0,73,0,1,46,0,2,27,0
6,0,0,0,1,0,0,2,0,0
6,0,79,0,1,55,0,2,24,0
6,0,178,0,1,97,0,2,80,0
6,0,174,0,1,86,0,2,87,0
6,0,221,0,1,132,0,2,89,0
6,0,272,0,1,139,0,2,132,0
6,0,56,0,1,33,0,2,23,0
6,0,2,0,1,1,0,2,1,0
6,0,310,0,1,197,0,2,111,0
6,0,193,0,1,123,0,2,69,0
6,0,126,0,1,84,0,2,42,0
6,0,187,0,1,136,0,2,47,0
6,0,193,0,1,130,0,2,61,0
6,0,111,0,1,64,0,2,46,0
6,0,1,0,1,1,0,2,0,0
6,0,88,0,1,58,0,2,28,0
6,0,157,0,1,94,0,2,60,0
6,0,143,0,1,81,0,2,60,0
6,0,176,0,1,91,0,2,81,0
6,0,201,0,1,103,0,2,86,0
6,0,2,0,1,1,0,2,1,0
6,0,1,0,1,1,0,2,0,0
6,0,120,0,1,67,0,2,51,0
6,0,179,0,1,102,0,2,76,0
